ID;Codigo;Empresa;Setor;Segmento;PVP;Tag_Along;Free_Float;Graham;Cotacao;Soma_Total
3883511009;SUZB3;SUZANO S.A;Materiais Básicos;Papel e Celulose;1.77;100.0;54.89;112.63;56.8;10
868683579;CCRO3;CCR;Bens Industriais;Exploração de Rodovias;2.11;100.0;49.43;9.33;12.76;3
2509962555;BEEF3;MINERVA;Consumo não Cíclico;Carnes e Derivados;12.05;100.0;42.87;2.96;8.13;7
2505761544;AMAR3;LOJAS MARISA;Consumo Cíclico;Tecidos . Vestuário e Calçados;0.66;100.0;45.66;0.0;0.59;5
4073467007;ELET3;ELETROBRAS;Utilidade Pública;Energia Elétrica;0.76;80.0;99.24;28.36;36.54;4
3735710001;RDOR3;REDE D'OR SÃO LUIZ;Saúde;Serviços Médicos, Hospitalares, Análises e Diagnósticos;2.49;100.0;47.84;11.4;24.36;5
2283232892;EMBR3;EMBRAER;Bens Industriais;Material Aeronáutico e de Defesa;1.07;100.0;99.2;0.0;17.48;6
202489199;AERI3;AERIS;Bens Industriais;Máquinas e Equipamentos Industriais;0.75;100.0;29.64;0.0;0.83;4
3754435132;AURE3;AUREN ENERGIA;Utilidade Pública;Energia Elétrica;0.94;100.0;30.2;32.12;13.91;8
3988030124;ARZZ3;AREZZO&CO;Consumo Cíclico;Tecidos . Vestuário e Calçados;2.66;100.0;54.74;43.35;66.6;8
2362813698;RADL3;RAIA DROGASIL;Saúde;Medicamentos e Outros Produtos;8.67;100.0;70.65;6.59;27.91;6
1343999046;BBSE3;BB SEGURIDADE;Financeiro;Seguradoras;7.11;100.0;33.58;19.0;31.79;8
3508318104;VIVA3;VIVARA;Consumo Cíclico;Acessórios;3.63;100.0;42.01;16.53;27.75;8
3201413760;FLRY3;FLEURY S.A.;Saúde;Serviços Médicos, Hospitalares, Análises e Diagnósticos;1.71;100.0;57.48;10.64;15.91;5
2406651662;QUAL3;QUALICORP;Saúde;Serviços Médicos, Hospitalares, Análises e Diagnósticos;0.61;100.0;97.85;0.0;2.97;5
2405888398;TTEN3;TRÊS TENTOS;Consumo não Cíclico;Agricultura;2.11;100.0;22.83;12.39;12.51;7
3806566883;MLAS3;MULTILASER;Tecnologia da Informação;Computadores e Equipamentos;0.53;100.0;54.89;0.0;2.41;6
1601951612;TEND3;CONSTRUTORA TENDA;Consumo Cíclico;Incorporações;1.98;100.0;91.69;0.0;11.09;5
3149043522;CBAV3;CBA;Bens Industriais;Máquinas e Equipamentos Industriais;0.5;100.0;32.11;0.0;4.32;7
3533746200;SBFG3;GRUPO SBF;Consumo Cíclico;Produtos Diversos;0.81;100.0;59.94;10.41;7.65;4
3306880373;SBSP3;SABESP;Utilidade Pública;Água e Saneamento;1.47;100.0;49.74;66.69;61.94;5
4013122113;HYPE3;HYPERA;Consumo Cíclico;Produtos Diversos;2.06;100.0;63.28;32.79;35.98;6
2046957177;SIMH3;SIMPAR S.A.;Financeiro;Holdings Diversificadas;2.16;100.0;27.1;4.6;8.11;5
26053909;MULT3;MULTIPLAN;Financeiro;Exploração de Imóveis;2.26;100.0;44.43;19.3;25.64;5
192910647;ESPA3;ESPAÇOLASER;Financeiro;Outros;0.54;100.0;66.11;0.0;1.32;6
1718068695;OIBR3;OI S.A;Telecomunicações;Telecomunicações;-0.02;100.0;90.2;0.0;0.6;7
2364804183;DXCO3;DURATEX;Materiais Básicos;Madeira;0.99;100.0;36.93;11.57;7.28;6
3673987437;TOTS3;TOTVS;Tecnologia da Informação;Programas e Serviços;3.86;100.0;83.3;11.6;27.52;7
3506741563;ECOR3;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;Bens Industriais;Exploração de Rodovias;2.16;100.0;47.92;7.41;7.88;4
363187026;VIVT3;VIVO - TELEFÔNICA BRASIL;Telecomunicações;Telecomunicações;1.12;80.0;25.43;50.26;46.4;4
2791542096;RECV3;PETRORECÔNCAVO;Utilidade Pública;Gás;1.48;100.0;94.4;33.55;21.77;11
3413866683;AESB3;AES BRASIL ENERGIA;Utilidade Pública;Energia Elétrica;1.46;100.0;52.68;6.29;10.67;4
4143271903;GUAR3;GUARARAPES CONFECÇÕES;Consumo Cíclico;Tecidos . Vestuário e Calçados;0.57;0.0;16.41;0.0;5.75;4
3198207266;BRKM3;BRASKEM;Materiais Básicos;Petroquímicos;2.26;100.0;34.95;0.0;20.5;6
195905508;MOVI3;MOVIDA PARTICIPACOES SA;Consumo Cíclico;Aluguel de carros;1.23;100.0;36.4;7.81;10.45;4
1833384586;STBP3;SANTOS BRASIL;Bens Industriais;Serviços de Apoio e Armazenagem;3.21;100.0;99.37;4.94;8.1;8
4125545697;POSI3;POSITIVO;Tecnologia da Informação;Computadores e Equipamentos;0.72;100.0;51.9;18.19;7.05;9
4245406431;IRBR3;IRB BRASIL RESSEGUROS;Financeiro;Seguradoras;0.81;100.0;99.48;0.0;40.85;6
2129398352;SMTO3;SÃO MARTINHO;Consumo não Cíclico;Açucar e Alcool;2.25;100.0;40.48;33.3;38.6;6
2758028526;MYPK3;IOCHPE MAXION;Consumo Cíclico;Automóveis e Motocicletas;0.51;100.0;85.39;0.0;12.63;6
3522044080;EZTC3;EZ TEC;Consumo Cíclico;Incorporações;0.83;100.0;42.68;23.15;17.11;6
3098131510;ZAMP3;ZAMP;Consumo Cíclico;Restaurante e Similares;1.23;100.0;98.27;0.0;6.12;5
1982739538;KEPL3;KEPLER WEBER;Bens Industriais;Máquinas e Equipamentos Industriais;2.98;0.0;99.37;12.07;11.1;10
3691533155;GGPS3;GRUPO GPS;Bens Industriais;Serviços Diversos;4.04;100.0;55.47;8.94;16.9;8
63468985;GFSA3;GAFISA;Consumo Cíclico;Incorporações;0.15;100.0;77.74;0.0;4.26;5
1685639882;DIRR3;DIRECIONAL ENGENHARIA;Consumo Cíclico;Incorporações;2.14;100.0;47.78;18.18;17.93;9
2566435828;ENAT3;ENAUTA PARTICIPAÇÕES;Petróleo, Gás e Biocombustíveis;Exploração . Refino e Distribuição;1.16;100.0;29.1;21.65;17.85;6
786154875;CXSE3;CAIXA SEGURIDADE;Financeiro;Seguradoras;2.88;100.0;17.25;10.02;11.39;9
2469969605;PLPL3;PLANO E PLANO;Financeiro;Intermediação Imobiliária;3.21;100.0;26.78;7.54;8.2;8
2580702521;SMFT3;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Consumo Cíclico;Atividades Esportivas;2.84;0.0;44.15;10.92;22.11;3
3006029074;MEAL3;INTERNATIONAL MEAL COMPANY;Consumo Cíclico;Restaurante e Similares;0.45;100.0;91.87;5.36;1.71;8
3314313839;AZEV3;AZEVEDO E TRAVASSOS S.A.;Bens Industriais;Construção Pesada;1.91;0.0;58.43;0.0;2.44;5
1398246930;CSMG3;COPASA;Utilidade Pública;Água e Saneamento;0.87;100.0;49.56;35.76;17.31;6
1497305444;GRND3;GRENDENE;Consumo Cíclico;Calçados;1.79;100.0;29.72;7.22;6.7;9
896239364;CAML3;CAMIL;Consumo não Cíclico;Alimentos Diversos;0.9;100.0;28.55;14.83;7.56;6
1542060194;PGMN3;PAGUE MENOS;Saúde;Medicamentos e Outros Produtos;0.08;100.0;28.85;38.5;3.39;7
1672551629;SEER3;SER EDUCACIONAL;Consumo Cíclico;Serviços Educacionais;0.7;100.0;40.6;0.0;6.75;4
1083614054;SGPS3;SPRINGS GLOBAL;Consumo Cíclico;Fios e Tecidos;0.17;100.0;47.08;0.0;2.06;4
3841102912;JHSF3;JHSF;Consumo Cíclico;Incorporações;0.63;100.0;44.02;10.65;4.65;5
3088569859;ONCO3;ONCOCLÍNICAS;Saúde;Medicamentos e Outros Produtos;2.6;100.0;27.6;5.16;10.98;4
2650838023;JALL3;JALLES MACHADO;Bens Industriais;Serviços Diversos;1.28;100.0;33.9;17.89;8.6;7
1251507727;MBLY3;MOBLY;Consumo Cíclico;Utensílios Domésticos;0.73;100.0;41.74;0.0;3.54;5
2299781130;BRSR3;BANCO BANRISUL;Não encontrado;Não encontrado;0.52;0.0;0.0;32.5;12.12;6
685295283;PTBL3;PORTOBELLO;Bens Industriais;Produtos para Construção;2.01;100.0;38.67;1.89;5.33;5
2693671834;CASH3;MÉLIUZ S.A.;Tecnologia da Informação;Programas e Serviços;0.75;100.0;76.07;0.0;6.66;5
2897612192;NEOE3;NEOENERGIA;Utilidade Pública;Energia Elétrica;0.79;100.0;16.17;43.1;18.2;6
3713428938;EGIE3;ENGIE BRASIL;Utilidade Pública;Energia Elétrica;4.06;100.0;31.28;30.21;41.5;6
1986500688;TRIS3;TRISUL;Consumo Cíclico;Incorporações;0.7;100.0;38.23;8.89;4.92;4
494259613;PSSA3;PORTO SEGURO;Financeiro;Seguradoras;1.48;0.1;27.8;33.94;26.2;5
3260195432;MDIA3;M.DIAS BRANCO;Consumo não Cíclico;Alimentos Diversos;1.78;100.0;20.44;26.13;36.87;5
1950902735;CPFE3;CPFL ENERGIA;Utilidade Pública;Energia Elétrica;2.21;100.0;16.29;40.89;34.29;7
1543690990;KRSA3;KORA SAÚDE;Saúde;Serviços Médicos, Hospitalares, Análises e Diagnósticos;0.73;100.0;20.2;0.0;0.98;5
4264539914;INTB3;INTELBRAS;Telecomunicações;Telecomunicações;2.39;100.0;34.97;16.43;17.5;10
1321136509;SLCE3;SLC AGRICOLA;Consumo não Cíclico;Agricultura;1.65;100.0;44.96;46.27;38.41;8
3735565827;AMBP3;AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A;Utilidade Pública;Água e Saneamento;2.17;100.0;38.83;0.0;20.49;4
3245847622;CURY3;CURY;Consumo Cíclico;Incorporações;4.64;100.0;41.21;10.03;15.34;10
1365667326;BRIT3;BRISANET;Telecomunicações;Telecomunicações;1.04;100.0;21.12;4.42;3.35;5
412333789;SQIA3;SINQIA S.A;Tecnologia da Informação;Programas e Serviços;3.75;100.0;81.19;1.28;27.25;4
3748412699;DESK3;DESKTOP;Telecomunicações;Telecomunicações;1.4;100.0;28.93;12.96;14.89;5
1207883571;EVEN3;EVEN CONSTRUTORA E INCORPORADORA;Consumo Cíclico;Incorporações;0.6;100.0;99.45;12.71;6.12;9
1329640810;MELK3;MELNICK;Consumo Cíclico;Incorporações;0.69;100.0;33.07;7.13;3.97;8
1719627495;VVEO3;CM HOSPITALAR S.A.;Saúde;Serviços Médicos, Hospitalares, Análises e Diagnósticos;2.21;100.0;35.15;10.37;16.27;4
1698515398;OPCT3;OCEANPACT;Utilidade Pública;Água e Saneamento;1.41;100.0;61.62;5.16;5.57;4
2998453788;ODPV3;ODONTOPREV;Saúde;Serviços Médicos, Hospitalares, Análises e Diagnósticos;4.43;100.0;46.85;6.74;10.91;9
3060639737;RCSL3;RECRUSUL;Bens Industriais;Material Rodoviário;482.11;0.0;18.97;0.0;1.64;7
3313032662;NINJ3;GETNINJAS;Bens Industriais;Serviços Diversos;0.78;100.0;82.13;0.0;4.2;6
3250780318;MILS3;MILLS;Bens Industriais;Serviços Diversos;2.12;100.0;72.91;11.0;11.49;9
3359845771;MEGA3;OMEGA GERAÇÃO;Utilidade Pública;Energia Elétrica;1.11;100.0;54.03;0.0;8.86;5
4055520890;LIGT3;LIGHT;Utilidade Pública;Energia Elétrica;0.66;100.0;99.87;0.0;5.41;5
2469979193;TUPY3;TUPY;Bens Industriais;Material Rodoviário;1.22;100.0;46.85;39.03;26.4;6
348180277;RANI3;IRANI PAPEL E EMBALAGEM S.A;Materiais Básicos;Papel e Celulose;2.25;100.0;41.44;15.3;11.7;9
1973932759;NGRD3;NEOGRID PARTICIPAÇÕES S.A.;Tecnologia da Informação;Programas e Serviços;0.69;100.0;42.87;1.47;1.29;4
1224503611;ROMI3;INDÚSTRIAS ROMI;Bens Industriais;Máquinas e Equipamentos Industriais;0.96;100.0;50.82;26.39;11.91;8
3259876049;BMOB3;BEMOBI MOBILE TECH S.A.;Tecnologia da Informação;Programas e Serviços;1.0;100.0;96.13;16.91;12.25;8
3181087676;MATD3;HOSPITAL MATER DEI;Bens Industriais;Máquinas e Equipamentos de Construção e Agrícolas;1.94;100.0;21.18;5.48;8.35;4
4169537874;WIZC3;WIZ;Financeiro;Corretoras de Seguros;2.01;100.0;47.07;6.2;5.21;9
181637729;HBRE3;HBR REALTY;Financeiro;Intermediação Imobiliária;0.27;100.0;56.8;16.06;4.95;5
3665331852;CMIG4;CEMIG;Utilidade Pública;Energia Elétrica;1.17;0.0;81.9;23.96;12.5;8
2603929449;VLID3;VALID;Bens Industriais;Serviços Diversos;1.07;100.0;96.85;26.66;16.88;9
542309652;MDNE3;MOURA DUBEUX ENGENHARIA S/A;Consumo Cíclico;Incorporações;0.7;0.0;63.07;22.35;10.37;7
3029877530;AGRO3;BRASILAGRO;Consumo não Cíclico;Agricultura;1.34;100.0;58.18;35.52;28.57;7
2508057958;FRAS3;FRAS-LE;Bens Industriais;Material Rodoviário;2.21;80.0;33.08;13.12;15.52;7
1792986995;BLAU3;BLAU FARMACÊUTICA;Saúde;Serviços Médicos, Hospitalares, Análises e Diagnósticos;1.59;100.0;16.63;20.23;16.56;9
1259180643;LAVV3;LAVVI;Consumo Cíclico;Incorporações;1.19;100.0;37.0;10.4;7.31;8
2425471647;MTRE3;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A;Consumo Cíclico;Incorporações;0.41;100.0;49.6;14.18;3.97;6
2345496200;VIVR3;VIVER INCORPORADORA E CONSTRUTORA;Consumo Cíclico;Incorporações;4.55;100.0;74.13;0.0;3.64;7
2750535881;VULC3;VULCABRAS;Consumo Cíclico;Calçados;2.57;100.0;29.83;19.39;19.8;10
1220846204;SAPR3;CIA SANEAMENTO DO PARANA - SANEPAR;Utilidade Pública;Água e Saneamento;0.75;100.0;79.97;11.04;4.53;7
2869264915;ENJU3;ENJOEI;Consumo Cíclico;Tecidos . Vestuário e Calçados;0.8;100.0;74.82;0.0;1.48;6
1002384405;PNVL3;DIMED;Saúde;Medicamentos e Outros Produtos;1.55;0.0;47.41;9.63;11.58;3
1207179881;KLBN3;KLABIN S.A.;Materiais Básicos;Papel e Celulose;2.27;100.0;63.48;6.19;4.77;9
208886838;PORT3;WILSON SONS LTD.;Bens Industriais;Serviços de Apoio e Armazenagem;2.7;100.0;43.48;9.84;13.97;5
2468019353;HBOR3;HELBOR;Consumo Cíclico;Incorporações;0.24;100.0;49.01;8.5;2.52;6
1129178181;PRNR3;PRINER;Bens Industriais;Serviços Diversos;1.88;100.0;96.33;8.43;11.0;6
1779227665;CLSA3;CLEAR SALE;Telecomunicações;Telecomunicações;1.19;100.0;28.08;0.0;4.6;5
504533986;LUPA3;LUPATECH;Petróleo, Gás e Biocombustíveis;Equipamentos e Serviços;0.42;100.0;100.0;12.25;2.16;6
1541384601;CSED3;CRUZEIRO DO SUL EDUCACIONAL;Consumo Cíclico;Serviços Educacionais;1.09;100.0;12.31;3.35;4.16;6
3769798626;ETER3;ETERNIT;Bens Industriais;Produtos para Construção;0.72;100.0;98.6;17.92;8.11;9
2673844045;LEVE3;MAHLE-METAL LEVE;Consumo Cíclico;Automóveis e Motocicletas;3.67;100.0;30.0;37.11;40.75;10
2013858406;VITT3;VITTIA;Consumo não Cíclico;Agricultura;2.98;100.0;35.65;8.87;11.73;8
3596467866;POMO3;MARCOPOLO;Bens Industriais;Material Rodoviário;1.27;100.0;76.23;7.56;4.37;9
2270315292;WEST3;WESTWING;Consumo Cíclico;Utensílios Domésticos;0.52;100.0;98.41;0.0;1.35;6
444750680;DOTZ3;DOTZ;Financeiro;Outros;-0.71;100.0;30.39;0.0;1.09;6
4027648664;TECN3;TECHNOS;Consumo Cíclico;Acessórios;0.67;100.0;47.16;8.9;3.49;6
348225230;LOGG3;LOG COMMERCIAL PROPERTIES;Financeiro;Exploração de Imóveis;0.55;100.0;58.27;42.02;19.52;6
2085573165;RNEW3;RENOVA ENERGIA;Utilidade Pública;Energia Elétrica;0.35;100.0;25.7;14.14;1.2;8
1684458661;SHOW3;TIME FOR FUN;Consumo Cíclico;Produção de Eventos e Shows;1.06;100.0;51.16;1.22;2.33;6
1585018185;AALR3;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;Saúde;Serviços Médicos, Hospitalares, Análises e Diagnósticos;1.4;100.0;35.52;0.0;10.25;6
2247507685;TGMA3;TEGMA GESTÃO LOGÍSTICA;Bens Industriais;Transporte Rodoviário;2.03;100.0;48.48;27.59;24.6;9
1635391573;SOJA3;BOA SAFRA SEMENTES S.A.;Consumo não Cíclico;Agricultura;1.9;100.0;39.66;16.46;13.32;7
1433750513;JSLG3;JSL;Bens Industriais;Transporte Rodoviário;1.54;100.0;22.06;12.82;8.85;6
221015641;FIQE3;UNIFIQUE;Telecomunicações;Telecomunicações;1.23;100.0;25.13;4.65;3.58;8
2938930571;SYNE3;SYN PROP E TECH S.A.;Financeiro;Exploração de Imóveis;0.4;100.0;38.61;0.0;3.94;4
1356181162;SANB3;BANCO SANTANDER;Não encontrado;Não encontrado;0.89;0.0;0.0;20.13;13.3;7
1681690021;ORVR3;ORIZON;Saúde;Serviços Médicos, Hospitalares, Análises e Diagnósticos;5.01;100.0;51.02;0.0;37.17;5
720917299;TAEE3;TAESA;Utilidade Pública;Energia Elétrica;1.75;100.0;63.44;12.83;11.31;6
715350314;PDGR3;PDG REALTY;Consumo Cíclico;Incorporações;0.0;100.0;99.45;0.0;3.55;5
3024672661;ELMD3;ELETROMIDIA;Telecomunicações;Telecomunicações;2.51;100.0;37.63;7.49;14.2;4
2864829068;ITSA3;ITAUSA INVESTIMENTOS ITAU S.A.;Não encontrado;Não encontrado;1.15;0.0;0.0;15.62;9.14;9
2728313329;PFRM3;PROFARMA;Saúde;Medicamentos e Outros Produtos;0.39;100.0;70.67;7.38;3.74;6
4182520680;AGXY3;AGROGALAXY;Consumo não Cíclico;Agricultura;0.66;100.0;37.88;0.0;4.06;6
2577044555;CAMB3;CAMBUCI S.A.;Consumo Cíclico;Calçados;1.86;0.0;100.0;13.94;8.91;9
1773687439;TCSA3;TECNISA;Consumo Cíclico;Incorporações;0.35;100.0;65.0;8.11;2.85;5
1183495506;UNIP6;UNIPAR CARBOCLORO;Materiais Básicos;Químicos Diversos;3.17;0.0;54.64;65.32;79.63;10
2843713284;DEXP3;DEXXOS PARTICIPAÇÕES S.A.;Materiais Básicos;Petroquímicos;1.51;80.0;99.61;15.68;10.46;8
2065541074;LPSB3;LOPES BRASIL;Financeiro;Intermediação Imobiliária;1.57;100.0;70.77;1.11;2.14;8
659679980;ALPK3;ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A;Bens Industriais;Serviços Diversos;2.63;100.0;41.17;0.0;4.49;5
1391900123;FHER3;FERTILIZANTES HERINGER;Materiais Básicos;Fertilizantes e Defensivos;3.97;100.0;29.02;0.0;7.5;5
2192488018;OSXB3;OSX BRASIL;Petróleo, Gás e Biocombustíveis;Equipamentos e Serviços;0.0;100.0;50.58;0.0;7.38;5
2640829238;INEP3;INEPAR S.A. INDUSTRIA E CONSTRUÇÃO;Bens Industriais;Máquinas e Equipamentos Industriais;-0.12;0.0;0.0;0.0;4.95;5
38844102;CSUD3;CSU DIGITAL;Bens Industriais;Serviços Diversos;1.66;100.0;44.26;20.33;15.76;9
1705537849;ATMP3;ATMA S.A.;Bens Industriais;Serviços Diversos;32.76;100.0;28.69;3.34;2.76;4
951982322;ALLD3;ALLIED;Telecomunicações;Telecomunicações;0.36;100.0;26.41;15.74;5.92;6
2160294430;LOGN3;LOG-IN LOGÍSTICA INTERMODAL;Bens Industriais;Transporte Hidroviário;4.52;100.0;24.53;26.48;39.7;6
3130085846;GGBR3;GERDAU;Materiais Básicos;Siderurgia;0.75;100.0;63.01;58.41;21.04;11
4051860150;RSID3;ROSSI RESIDENCIAL;Consumo Cíclico;Incorporações;-0.07;100.0;94.94;0.0;3.93;7
420543179;IGTI3;GRUPO JEREISSATI;Financeiro;Exploração de Imóveis;0.83;0.0;55.61;4.16;2.78;5
3923980237;BRAP3;BRADESPAR;Financeiro;Holdings Diversificadas;1.06;80.0;71.57;55.17;20.38;9
3053157797;PDTC3;PADTEC HOLDING S.A.;Financeiro;Serviços Financeiros Diversos;1.43;0.0;44.69;3.11;2.46;4
2510034458;CTSA3;SANTANENSE;Consumo Cíclico;Fios e Tecidos;0.54;0.0;132.85;3.3;2.62;4
2341174432;LAND3;TERRA SANTA PROPRIEDADES AGRICOLAS S.A.;Consumo não Cíclico;Agricultura;2.9;100.0;31.81;15.84;21.1;8
4080242413;SNSY5;SANSUY S.A. INDUSTRIA DE PLÁSTICOS;Materiais Básicos;Materiais Diversos;-0.02;0.0;100.0;0.0;3.89;5
1850430423;TPIS3;TPI - TRIUNFO PARTICIP. E INVEST. S.A;Bens Industriais;Exploração de Rodovias;0.25;100.0;42.13;0.0;4.34;5
277807861;APER3;ALPER;Financeiro;Corretoras de Seguros;0.79;100.0;133.98;46.27;32.7;7
4030781076;VSTE3;VESTE S/A;Consumo Cíclico;Tecidos . Vestuário e Calçados;1.5;100.0;96.74;17.48;13.54;8
1176192983;DMVF3;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;Saúde;Medicamentos e Outros Produtos;0.29;100.0;37.62;9.75;4.89;5
2419380341;PMAM3;PARANAPANEMA;Materiais Básicos;Artefatos de Cobre;-0.06;100.0;100.0;0.0;4.68;7
813005408;COCE5;COELCE;Utilidade Pública;Energia Elétrica;0.81;0.0;25.95;85.46;42.7;4
